nick,https://cdn.discordapp.com/attachments/693558209226735667/777986930695995452/image0.jpg
morgq,https://cdn.discordapp.com/attachments/713343824641916971/777559744273317888/Morg_Q.gif
loss,https://cdn.discordapp.com/attachments/225679391143886848/777505265523884040/unknown.png
nicksin,https://cdn.discordapp.com/attachments/713344029290528829/717053087616860233/unknown.png
rengar,https://cdn.discordapp.com/attachments/713343824641916971/779432176298098688/unknown.png
ivern,https://cdn.discordapp.com/attachments/713343824641916971/780103120972677160/images.png
nope,https://cdn.discordapp.com/attachments/713343824641916971/780149324252184596/ezgif.com-gif-maker.gif
ok,https://cdn.discordapp.com/attachments/713343824641916971/782704839381483571/7a102c939fd239aa.png
pepega,https://cdn.discordapp.com/attachments/713343824641916971/784200627478986782/pepega.png
win,https://cdn.discordapp.com/attachments/713343824641916971/784821300656603136/unknown.png
ambulance,https://tenor.com/view/call-an-ambulance-call-an-ambulance-but-not-for-me-call-an-ambulance-for-you-gif-18742399
dab,https://cdn.discordapp.com/attachments/784087009974681650/785580617185755156/16f2935c13a384d4.png
20,https://cdn.discordapp.com/attachments/713343824641916971/787011378119442442/unknown.png
life,https://cdn.discordapp.com/attachments/713343824641916971/789610728310833187/lol.webm
speed,https://cdn.discordapp.com/attachments/713343824641916971/789644420927979540/Speed2.gif
reverse,https://cdn.discordapp.com/attachments/713343824641916971/791318410516627486/3c0853e08afd33d0698a665616abf538.png
facecheck,https://streamable.com/urmp6m
bounce,https://cdn.discordapp.com/attachments/713343824641916971/794216232207253554/bounce.gif
baguette,https://cdn.discordapp.com/attachments/713343824641916971/794217040340451338/baguette.gif
nearmiss,https://cdn.discordapp.com/attachments/713344029290528829/794285762006351872/near.gif
diana,https://cdn.discordapp.com/attachments/713343824641916971/796483699938951208/11-1_EUW1-5017626137_01.webm
minions,https://cdn.discordapp.com/attachments/713343824641916971/797230180430512148/11-1_EUW1-5021284332_02.webm
s++,https://cdn.discordapp.com/attachments/713343824641916971/799762563214082058/unknown.png
league,https://www.youtube.com/watch?v=YAqZs8tQq8U&ab_channel=Banter
wtf,https://cdn.discordapp.com/attachments/713343824641916971/802495947988008970/wtf.gif
insec,https://cdn.discordapp.com/attachments/713343824641916971/803728275150471198/11-2_EUW1-5056414361_01.webm
morgq2,https://cdn.discordapp.com/attachments/713343824641916971/804226391267737640/sure_bud.webm
Doubt,https://discord.com/channels/713343823962701897/713343824641916971/810802597229101104
gg,https://cdn.discordapp.com/attachments/713343824641916971/811006885805293568/unknown.png
account,https://cdn.discordapp.com/attachments/713343824641916971/842848119830216803/unknown.png
getfucked,https://cdn.discordapp.com/attachments/818189053076963399/849234195221315604/11-11_EUW1-5299653291_01.webm
reinstall,https://cdn.discordapp.com/attachments/713343824641916971/856957076978663494/unknown.png
acting,https://cdn.discordapp.com/attachments/713343824641916971/863776425256812555/video0.mov
kids,https://cdn.discordapp.com/attachments/713343824641916971/882373406832594974/unknown.png
ff,https://cdn.discordapp.com/attachments/713344029290528829/895426015034212392/unknown-27.png
<@!266193411139305482>,https://cdn.discordapp.com/attachments/713343824641916971/899032077083750411/unknown.png
dinner,https://cdn.discordapp.com/attachments/713343824641916971/902984657035989073/unknown.png
Oscar,https://cdn.discordapp.com/attachments/713343824641916971/931658456711168000/unknown.png
2020,https://cdn.discordapp.com/attachments/713343824641916971/964961554430832690/unknown.png
202020,https://cdn.discordapp.com/attachments/713343824641916971/964961775286120538/unknown.png
20202020,https://cdn.discordapp.com/attachments/713343824641916971/964961908459450388/unknown.png
https://discordapp.com/channels/713343823962701897/713343824641916971/972864489064112207,raman
